Date,n_tit_pol_comm,n_tit_pol_score,count
2011-06-12,0.06247966818334089,0.0461340808742983,0.0
2011-06-22,0.0,0.04969643211416236,0.0
2012-01-23,0.0,0.0,0.0
2012-02-15,0.0,0.0,0.0
2012-08-07,0.1195193055571847,0.054238332322926186,0.0
2012-08-12,0.0,0.03326842915874198,0.0
2012-12-08,0.06247966818334089,0.060452747715527264,0.0
2013-03-07,0.5092584002115705,0.19700982830028638,0.41491326668312173
2013-03-21,0.0,0.0,0.0
2013-03-30,0.0,0.0,0.0
2013-04-10,0.11028749628139115,0.054238332322926186,0.41491326668312173
2013-04-11,0.0,0.0,0.41491326668312173
2013-04-14,0.09918029100085937,0.044125660946494255,0.0
2013-04-15,0.0,0.04969643211416236,0.0
2013-05-01,0.09011127459037285,0.03661664425572356,0.0
2013-05-14,0.06247966818334089,0.03760675921807732,0.5227579585747102
2013-05-16,0.0,0.03944408430854377,0.0
2013-05-18,0.0,0.0,0.0
2013-06-25,0.11660302928427976,0.07398832409355784,0.41491326668312173
2013-06-28,0.049590145500429686,0.04515220509246445,0.41491326668312173
2013-07-01,0.09011127459037285,0.03944408430854377,0.0
2013-07-09,0.0,0.03326842915874198,0.0
2013-07-13,0.12495933636668177,0.05931185642701071,0.0
2013-07-23,0.0,0.03944408430854377,0.0
2013-08-03,0.0,0.051300638680577035,0.0
2013-08-07,0.074077837809362,0.06261358092530472,0.5227579585747102
2013-08-08,0.0,0.0,0.0
2013-08-10,0.0,0.0,0.0
2013-08-12,0.1695959119958648,0.11330036972546688,0.41491326668312173
2013-08-13,0.09011127459037285,0.03326842915874198,0.0
2013-08-16,0.32824242704538026,0.2323497318226628,0.0
2013-08-18,0.0,0.0,0.0
2013-08-24,0.0,0.0,0.0
2013-08-28,0.0,0.03661664425572356,0.0
2013-09-05,0.06247966818334089,0.051300638680577035,0.0
2013-09-06,0.0,0.03326842915874198,0.0
2013-09-14,0.13895353810512726,0.06364021553961173,0.0
2013-09-24,0.0,0.041915594194035406,0.0
2013-10-02,0.0,0.03661664425572356,0.5227579585747102
2013-10-03,0.0,0.0,0.0
2013-10-04,0.0,0.0,0.0
2013-10-06,0.0,0.03944408430854377,0.41491326668312173
2013-10-14,0.07871944913463816,0.054238332322926186,0.0
2013-10-16,0.0,0.0,0.0
2013-10-21,0.06247966818334089,0.03944408430854377,0.0
2013-10-23,0.09918029100085937,0.03326842915874198,0.0
2013-10-25,0.0,0.0,0.0
2013-10-28,0.07871944913463816,0.03326842915874198,0.0
2013-11-05,0.06247966818334089,0.03326842915874198,0.0
2013-11-06,0.07871944913463816,0.03326842915874198,0.0
2013-11-08,0.10916203513634536,0.05730652435649505,0.5227579585747102
2013-11-11,0.0,0.0,0.0
2013-11-12,0.0,0.0,0.0
2013-11-14,0.0,0.0,0.0
2013-11-18,0.13572088082974534,0.05988773570852894,0.5984084805885754
2013-11-19,0.0,0.0,0.0
2013-11-21,0.04332098235260605,0.04913799796710893,0.5227579585747102
2013-11-22,0.17507048761601918,0.0795401665199833,0.0
2013-11-24,0.0,0.0,0.0
2013-11-26,0.0,0.0,0.0
2013-11-27,0.10440973049360511,0.05646365891503166,0.5227579585747102
2013-11-28,0.16374305270451803,0.13710868803964565,0.0
2013-12-01,0.20107818794899246,0.11409159905909344,0.5227579585747102
2013-12-02,0.13460836455587097,0.06364021553961173,0.0
2013-12-03,0.2979993342407628,0.14214464267155102,0.41491326668312173
2013-12-04,0.09011127459037285,0.051300638680577035,0.0
2013-12-05,0.16374305270451803,0.07398832409355784,0.5227579585747102
2013-12-06,0.0,0.0,0.41491326668312173
2013-12-07,0.1469106110767724,0.058125299611080906,0.0
2013-12-10,0.13460836455587097,0.0838311883880708,0.0
2013-12-11,0.0,0.0,0.0
2013-12-12,0.0,0.0,0.41491326668312173
2013-12-13,0.0,0.04798137765899807,0.0
2013-12-14,0.06247966818334089,0.03326842915874198,0.0
2013-12-16,0.0,0.0,0.0
2013-12-17,0.11353309168926777,0.044125660946494255,0.0
2013-12-18,0.0,0.0,0.5984084805885754
2013-12-23,0.0,0.0,0.41491326668312173
2013-12-24,0.0,0.0,0.0
2013-12-27,0.0,0.041915594194035406,0.0
2013-12-28,0.0,0.0,0.0
2014-01-02,0.0,0.0,0.0
2014-01-08,0.0847979559979324,0.04515220509246445,0.41491326668312173
2014-01-16,0.0,0.054238332322926186,0.0
2014-01-18,0.0,0.051300638680577035,0.0
2014-01-20,0.06247966818334089,0.044125660946494255,0.0
2014-01-21,0.049590145500429686,0.051300638680577035,0.41491326668312173
2014-01-23,0.04332098235260605,0.05603262180840558,0.5227579585747102
2014-01-27,0.06760199227282124,0.040962635025006244,1.0
2014-01-28,0.06247966818334089,0.029062649805540453,0.41491326668312173
2014-01-30,0.06247966818334089,0.03661664425572356,0.0
2014-02-06,0.06247966818334089,0.0380828446853885,0.41491326668312173
2014-02-07,0.10440973049360511,0.054238332322926186,0.5227579585747102
2014-02-09,0.0,0.0,0.0
2014-02-10,0.1606528205902595,0.06962567868856419,0.41491326668312173
2014-02-11,0.0,0.0,0.0
2014-02-12,0.0,0.0,0.0
2014-02-13,0.0,0.0,0.0
2014-02-15,0.09011127459037285,0.04969643211416236,0.0
2014-02-16,0.19413885594048788,0.09770791390263768,0.0
2014-02-17,0.07871944913463816,0.07545381884971647,0.0
2014-02-19,0.0,0.0,0.0
2014-02-24,0.13895353810512726,0.06313107200377362,0.5984084805885754
2014-02-25,0.0847979559979324,0.04120502312198777,0.863054373997182
2014-02-26,0.0,0.024283287042452473,0.7094917059851918
2014-02-27,0.074077837809362,0.05231675599226135,0.5227579585747102
2014-02-28,0.1695959119958648,0.0782252114869307,0.5984084805885754
2014-03-01,0.049590145500429686,0.04798137765899807,0.41491326668312173
2014-03-03,0.0,0.0,0.41491326668312173
2014-03-04,0.0,0.0,0.5984084805885754
2014-03-05,0.049590145500429686,0.031987585105998716,0.7094917059851918
2014-03-06,0.04710638594942847,0.038677985261512345,0.7539474411291538
2014-03-07,0.05269739306304411,0.030000795496731267,0.6586337560083495
2014-03-10,0.0,0.0,0.0
2014-03-11,0.049590145500429686,0.03661664425572356,0.41491326668312173
2014-03-12,0.06247966818334089,0.03326842915874198,0.0
2014-03-17,0.0,0.03326842915874198,0.0
2014-03-18,0.0,0.0,0.0
2014-03-25,0.0,0.03326842915874198,0.41491326668312173
2014-04-01,0.0,0.0,0.41491326668312173
2014-04-14,0.06247966818334089,0.03661664425572356,0.0
2014-04-18,0.0,0.03944408430854377,0.0
2014-04-21,0.0,0.03326842915874198,0.0
2014-04-22,0.0,0.0,0.0
2014-04-27,0.0,0.0,0.0
2014-04-29,0.06247966818334089,0.035569876210566356,0.5227579585747102
2014-05-04,0.0,0.0,0.0
2014-05-05,0.0,0.0,0.0
2014-05-06,0.0,0.0,0.0
2014-05-08,0.0,0.0,0.0
2014-05-19,0.07871944913463816,0.041915594194035406,0.0
2014-05-28,0.07871944913463816,0.044125660946494255,0.0
2014-05-29,0.0,0.041915594194035406,0.0
2014-06-04,0.09918029100085937,0.08554249944599089,0.0
2014-06-06,0.06247966818334089,0.03326842915874198,0.0
2014-06-09,0.09011127459037285,0.03326842915874198,0.0
2014-06-10,0.0,0.03661664425572356,0.0
2014-06-12,0.2684668179037946,0.11823477985604734,0.5227579585747102
2014-06-13,0.09918029100085937,0.06559959462210929,0.0
2014-06-29,0.0,0.0,0.0
2014-06-30,0.0,0.0,0.0
2014-07-02,0.07871944913463816,0.03326842915874198,0.0
2014-07-03,0.0,0.03661664425572356,0.0
2014-07-04,0.0,0.03661664425572356,0.0
2014-07-10,0.0,0.0,0.0
2014-07-17,0.09011127459037285,0.051300638680577035,0.0
2014-07-18,0.0,0.02306704043714915,0.5227579585747102
2014-07-19,0.0,0.0,0.0
2014-07-21,0.09011127459037285,0.041915594194035406,0.0
2014-07-23,0.06247966818334089,0.05688821364516644,0.0
2014-08-28,0.0,0.0,0.41491326668312173
2014-08-29,0.09011127459037285,0.03326842915874198,0.0
2014-08-31,0.07871944913463816,0.03326842915874198,0.0
2014-09-03,0.07871944913463816,0.03944408430854377,0.0
2014-09-04,0.0847979559979324,0.03944408430854377,0.41491326668312173
2014-09-05,0.10683872974985424,0.05688821364516644,0.0
2014-09-10,0.0,0.03502256030262854,0.41491326668312173
2014-09-19,0.0,0.0,0.0
2014-09-22,0.0,0.0,0.0
2014-09-29,0.0,0.0,0.0
2014-09-30,0.0,0.0,0.0
2014-10-02,0.0,0.051300638680577035,0.0
2014-10-05,0.0,0.0,0.0
2014-10-09,0.0,0.0,0.0
2014-10-13,0.0,0.03661664425572356,0.0
2014-10-14,0.0,0.0,0.0
2014-10-17,0.0,0.0,0.0
2014-10-20,0.2081961156041169,0.09415170328642361,0.0
2014-11-05,0.0,0.0,0.0
2014-11-09,0.0,0.0461340808742983,0.0
2014-11-14,0.10683872974985424,0.041915594194035406,0.0
2014-11-16,0.3205161892495627,0.18749224338032716,0.0
2014-11-29,0.0,0.0,0.0
2014-12-11,0.0,0.052066432755911864,0.41491326668312173
2014-12-19,0.0,0.0,0.0
2015-01-12,0.0,0.06463475454671015,0.0
2015-01-14,0.0,0.02640516972195827,0.41491326668312173
2015-02-10,0.4572644130872798,0.1771568478531554,0.0
2015-02-12,0.0,0.03944408430854377,0.0
2015-02-16,0.5831347147484635,0.23113082556197384,0.0
2015-02-22,0.10683872974985424,0.041915594194035406,0.0
2015-03-06,0.09011127459037285,0.04969643211416236,0.0
2015-03-14,0.07871944913463816,0.06364021553961173,0.0
2015-03-18,0.10683872974985424,0.04798137765899807,0.41491326668312173
2015-03-20,0.0,0.0,0.0
2015-03-30,0.23939379530856747,0.2003012744871262,0.5984084805885754
2015-04-01,0.06247966818334089,0.044125660946494255,0.0
2015-04-02,0.0,0.03661664425572356,0.0
2015-04-03,0.10683872974985424,0.10543699037992742,0.41491326668312173
2015-04-06,0.28707538714679615,0.08772285819293889,0.0
2015-04-07,0.0,0.0,0.0
2015-04-09,0.0,0.0,0.0
2015-04-10,0.0,0.0,0.0
2015-04-15,0.0,0.0,0.0
2015-04-27,0.0,0.0,0.0
2015-05-12,0.07871944913463816,0.03661664425572356,0.0
2015-06-04,0.0,0.03326842915874198,0.0
2015-06-05,0.28154365594601893,0.07755082265733265,0.41491326668312173
2015-06-11,0.23017706561202741,0.11518121641894144,0.41491326668312173
2015-06-12,0.0,0.03326842915874198,0.0
2015-06-18,0.0,0.0,0.0
2015-07-03,0.08664196470521209,0.04481523577984743,0.5227579585747102
2015-07-05,0.07871944913463816,0.03661664425572356,0.0
2015-07-08,0.0,0.03944408430854377,0.0
2015-07-23,0.06247966818334089,0.03326842915874198,0.0
2015-07-28,0.1195193055571847,0.03326842915874198,0.0
2015-08-01,0.1195193055571847,0.06744843540629758,0.0
2015-08-05,0.0,0.0,0.0
2015-08-06,0.0,0.0,0.0
2015-09-01,0.07871944913463816,0.0461340808742983,0.41491326668312173
2015-09-08,0.11353309168926777,0.03944408430854377,0.0
2015-09-09,0.0,0.03326842915874198,0.0
2015-09-11,0.07871944913463816,0.04798137765899807,0.0
2015-09-12,0.0,0.0,0.0
2015-09-17,0.09011127459037285,0.06463475454671015,0.0
2015-09-18,0.0,0.0,0.0
2015-09-19,0.1606528205902595,0.08554249944599089,0.0
2015-09-22,0.0,0.0,0.41491326668312173
2015-09-24,0.0,0.0,0.0
2015-10-05,0.09011127459037285,0.05281033944391653,0.0
2015-10-19,0.0,0.06559959462210929,0.0
2015-10-22,0.09918029100085937,0.07545381884971647,0.0
2015-11-02,0.05458101756817268,0.035569876210566356,0.5227579585747102
2015-11-04,0.10683872974985424,0.041915594194035406,0.0
2015-11-12,0.07871944913463816,0.05281033944391653,0.0
2015-11-16,0.0,0.0,0.0
2015-11-19,0.0,0.0,0.0
2015-11-20,0.0,0.03326842915874198,0.0
2015-11-21,0.07871944913463816,0.06155212873362457,0.0
2015-11-23,0.18269165804574278,0.10812786267300914,0.0
2015-11-25,0.0,0.029062649805540453,0.41491326668312173
2015-12-07,0.049590145500429686,0.02640516972195827,0.41491326668312173
2015-12-08,0.11353309168926777,0.054238332322926186,0.41491326668312173
2015-12-09,0.10120493519332623,0.08049857397921284,0.5984084805885754
2015-12-10,0.0,0.0,0.0
2015-12-11,0.0,0.0461340808742983,0.0
2015-12-15,0.06247966818334089,0.044125660946494255,0.0
2016-01-01,0.07871944913463816,0.03130679046265237,0.41491326668312173
2016-01-07,0.1776838652586856,0.06155212873362457,0.0
2016-01-11,0.0,0.0,0.0
2016-01-15,0.18390157183603523,0.09129684580635125,0.41491326668312173
2016-01-20,0.07871944913463816,0.041915594194035406,0.0
2016-01-23,0.0,0.0,0.0
2016-01-27,0.07871944913463816,0.051300638680577035,0.0
2016-02-02,0.0,0.0,0.0
2016-02-13,0.18269165804574278,0.03944408430854377,0.0
2016-02-17,0.09011127459037285,0.05329486503579678,0.5227579585747102
2016-02-18,0.0,0.03326842915874198,0.0
2016-02-26,0.06247966818334089,0.03944408430854377,0.0
2016-03-14,0.0,0.0,0.0
2016-03-16,0.30902990225996774,0.16036329435640725,0.0
2016-03-17,0.09918029100085937,0.04798137765899807,0.0
2016-03-21,0.16672084959202685,0.07398832409355784,0.0
2016-04-03,0.0,0.0,0.0
2016-04-06,0.5939316044717351,0.36668444520537297,0.0
2016-04-21,0.0,0.0,0.0
2016-04-27,0.0,0.0,0.0
2016-05-02,0.12996294705781813,0.0461340808742983,0.5227579585747102
2016-05-04,0.07871944913463816,0.02640516972195827,0.41491326668312173
2016-05-05,0.0,0.0,0.5227579585747102
2016-05-07,0.0,0.0,0.0
2016-05-09,0.09011127459037285,0.07004512060525707,0.0
2016-05-19,0.0,0.0,0.0
2016-06-09,0.09011127459037285,0.041915594194035406,0.0
2016-06-16,0.0,0.0,0.0
2016-06-24,0.0,0.0,0.41491326668312173
2016-06-28,0.0,0.0,0.0
2016-06-29,0.13895353810512726,0.058125299611080906,0.0
2016-07-20,0.07871944913463816,0.03326842915874198,0.0
2016-07-25,0.0,0.0,0.0
2016-08-02,0.07871944913463816,0.041915594194035406,0.0
2016-08-03,0.22057499256278226,0.08324493712119772,0.41491326668312173
2016-08-12,0.0,0.0,0.0
2016-08-24,0.12495933636668177,0.06261358092530472,0.0
2016-09-10,0.22706618337853554,0.07686449619746923,0.0
2016-09-19,0.2404530736853868,0.17315644705677635,0.0
2016-09-26,0.06247966818334089,0.06559959462210929,0.0
2016-10-04,0.0,0.04798137765899807,0.0
2016-10-12,0.1469106110767724,0.04798137765899807,0.0
2016-10-13,0.0,0.0,0.0
2016-10-14,0.07871944913463816,0.055594849067012245,0.0
2016-10-19,0.0,0.0,0.0
2016-10-24,0.0,0.044125660946494255,0.41491326668312173
2016-11-01,0.14304273207895316,0.06155212873362457,0.0
2016-11-04,0.0,0.0,0.0
2016-11-07,0.4196490625276885,0.20113904622169204,0.41491326668312173
2016-11-28,0.0,0.03326842915874198,0.0
2016-11-29,0.09918029100085937,0.04798137765899807,0.0
2016-11-30,0.0,0.0,0.0
2016-12-05,0.0,0.0,0.41491326668312173
2016-12-07,0.09011127459037285,0.05688821364516644,0.0
2016-12-09,0.07871944913463816,0.051300638680577035,0.0
2016-12-15,0.0,0.0,0.0
2016-12-21,0.23615834740391445,0.1186237128540214,0.0
2016-12-30,0.09011127459037285,0.044125660946494255,0.0
2017-01-02,0.0,0.0,0.0
2017-01-03,0.0,0.0,0.0
2017-01-04,0.09011127459037285,0.03502256030262854,0.41491326668312173
2017-01-05,0.0,0.0,0.0
2017-01-09,0.0,0.058125299611080906,0.0
2017-01-10,0.1195193055571847,0.08143468780818848,0.0
2017-01-14,0.09918029100085937,0.0505112725475313,0.41491326668312173
2017-01-17,0.06247966818334089,0.052066432755911864,0.41491326668312173
2017-01-19,0.17237666708328947,0.0747282564207333,0.0
2017-01-21,0.07871944913463816,0.04969643211416236,0.0
2017-01-23,0.0,0.0,0.0
2017-01-27,0.32442530852761164,0.1924240206950589,0.41491326668312173
2017-01-30,0.0,0.0,0.0
2017-01-31,0.1469106110767724,0.09415170328642361,0.0
2017-02-07,0.0,0.03326842915874198,0.0
2017-02-09,0.06247966818334089,0.05281033944391653,0.5227579585747102
2017-02-13,0.0,0.0,0.0
2017-02-14,0.049590145500429686,0.07004512060525707,0.41491326668312173
2017-02-23,0.049590145500429686,0.03130679046265237,0.41491326668312173
2017-03-02,0.13460836455587097,0.06744843540629758,0.41491326668312173
2017-03-03,0.09918029100085937,0.060452747715527264,0.0
2017-03-10,0.0,0.0,0.41491326668312173
2017-03-22,0.16374305270451803,0.06463475454671015,0.0
2017-03-23,0.0,0.0,0.0
2017-04-01,0.3173188071068523,0.24478295808166645,0.0
2017-04-03,0.0,0.05281033944391653,0.0
2017-04-04,0.0,0.03326842915874198,0.41491326668312173
2017-04-05,0.0,0.0,0.0
2017-04-12,0.3855623942901638,0.2009365910811351,0.0
2017-04-27,0.07871944913463816,0.03944408430854377,0.0
2017-05-01,0.0,0.0,0.0
2017-05-02,0.5216505976797022,0.22221381214407662,0.0
2017-05-04,0.0,0.0,0.0
2017-05-08,0.16672084959202685,0.055594849067012245,0.41491326668312173
2017-05-09,0.39877675077151375,0.13667203320969637,0.0
2017-05-10,0.0,0.0,0.0
2017-05-11,0.13460836455587097,0.06155212873362457,0.0
2017-05-17,0.09486253568599183,0.0505112725475313,0.41491326668312173
2017-05-22,0.7694805942770354,0.5085370531486012,0.0
2017-05-24,0.22332558754281703,0.0782252114869307,0.5227579585747102
2017-05-25,0.1695959119958648,0.07755082265733265,0.0
2017-05-26,0.1737340195605008,0.051300638680577035,0.41491326668312173
2017-05-27,0.13460836455587097,0.04969643211416236,0.0
2017-05-28,0.07871944913463816,0.05931185642701071,0.0
2017-06-06,0.38169546211717,0.19857844391793242,0.0
2017-06-16,0.0,0.0,0.0
2017-07-07,0.1802225491807457,0.06463475454671015,0.0
2017-07-13,0.17507048761601918,0.0946109871560773,0.0
2017-07-19,0.06247966818334089,0.03326842915874198,0.0
2017-07-21,0.10683872974985424,0.07686449619746923,0.0
2017-07-24,0.09918029100085937,0.055594849067012245,0.0
2017-07-26,0.2163157192806024,0.1257467825821062,0.41491326668312173
2017-07-27,0.0,0.03326842915874198,0.0
2017-08-01,0.0,0.0,0.0
2017-08-06,0.0,0.0,0.0
2017-08-07,0.1195193055571847,0.054238332322926186,0.0
2017-08-11,0.606014485896682,0.43906042612211077,0.41491326668312173
2017-08-12,0.0,0.0,0.0
2017-08-13,0.25376417762652453,0.11314079152874869,0.0
2017-08-14,0.0,0.03661664425572356,0.0
2017-08-15,0.0,0.0,0.0
2017-08-16,0.0,0.0,0.0
2017-08-20,0.0,0.0,0.0
2017-08-25,0.0,0.0,0.0
2017-08-28,0.0,0.0,0.0
2017-09-05,0.0,0.0,0.0
2017-09-09,0.0,0.0,0.0
2017-09-12,0.0,0.0,0.41491326668312173
2017-09-13,0.0,0.0,0.41491326668312173
2017-09-14,0.0,0.0,0.5227579585747102
2017-09-15,0.06247966818334089,0.031987585105998716,0.5227579585747102
2017-09-18,0.0,0.0,0.0
2017-09-19,0.12495933636668177,0.05931185642701071,0.0
2017-09-25,0.0,0.03326842915874198,0.0
2017-10-06,0.09918029100085937,0.06463475454671015,0.0
2017-10-07,0.10683872974985424,0.08664639538610476,0.0
2017-10-11,0.09011127459037285,0.029062649805540453,0.41491326668312173
2017-10-12,0.0,0.0,0.41491326668312173
2017-10-14,0.0,0.0,0.0
2017-10-16,0.0,0.0,0.0
2017-10-20,0.14500246508381334,0.054924966383585336,0.41491326668312173
2017-10-22,0.06247966818334089,0.03326842915874198,0.0
2017-10-24,0.1695959119958648,0.0461340808742983,0.0
2017-10-27,0.0,0.0,0.0
2017-10-31,0.10683872974985424,0.06744843540629758,0.0
2017-11-01,0.3352598468960033,0.131554744341112,0.41491326668312173
2017-11-07,0.17237666708328947,0.06364021553961173,0.0
2017-11-08,0.06247966818334089,0.051300638680577035,0.0
2017-11-09,0.0,0.0,0.0
2017-11-10,0.0,0.0,0.41491326668312173
2017-11-15,0.0,0.0,0.0
2017-11-20,0.2574965380209192,0.10525265960124558,0.41491326668312173
2017-11-21,0.12319911124730872,0.04798137765899807,0.5227579585747102
2017-11-24,0.13460836455587097,0.04969643211416236,0.0
2017-11-27,0.38464873590299486,0.10646956116466998,0.5227579585747102
2017-11-28,0.3951653787507176,0.13376323006634916,0.5227579585747102
2017-11-29,0.29661968793362514,0.10950983791946306,0.5984084805885754
2017-11-30,0.10120493519332623,0.046609723485958765,0.5984084805885754
2017-12-01,0.1368154513313929,0.07304207801072318,0.5984084805885754
2017-12-04,0.39758024239853,0.1978843507193012,0.5227579585747102
2017-12-05,0.18509577134854446,0.09321944697191753,0.0
2017-12-06,0.32634502958800354,0.19161958624882483,0.5984084805885754
2017-12-11,0.3334416991840537,0.10142184784292996,0.0
2017-12-14,0.33160350473222827,0.12920827293594198,0.5984084805885754
2017-12-15,0.3859266480677708,0.13024149678607763,0.5227579585747102
2017-12-18,0.14304273207895316,0.08609798578641381,0.0
2017-12-19,0.27649635609634227,0.10194940920862156,0.5227579585747102
2017-12-20,0.3409493259565883,0.18411486876261582,0.5984084805885754
2017-12-21,0.29600237150215847,0.12753247219502228,0.5227579585747102
2017-12-22,0.4186657323819418,0.2072943945331632,0.7937005259840998
2017-12-26,0.09918029100085937,0.0380828446853885,0.41491326668312173
2017-12-27,0.12495933636668177,0.03326842915874198,0.0
2017-12-28,0.1695959119958648,0.08018164717820363,0.0
2018-01-03,0.09918029100085937,0.06559959462210929,0.0
2018-01-04,0.06247966818334089,0.0380828446853885,0.41491326668312173
2018-01-07,0.0,0.0,0.41491326668312173
2018-01-08,0.1315480172627437,0.06082363274633612,0.5227579585747102
2018-01-09,0.0,0.0,0.41491326668312173
2018-01-10,0.0,0.0,0.5227579585747102
2018-01-11,0.12495933636668177,0.07086925645382916,0.41491326668312173
2018-01-12,0.210972390706567,0.10062006056815109,0.41491326668312173
2018-01-13,0.12996294705781813,0.05281033944391653,0.0
2018-01-15,0.19413885594048788,0.06744843540629758,0.5227579585747102
2018-01-16,0.06730418227793548,0.027797424533506122,0.5984084805885754
2018-01-17,0.26786385839402627,0.1139657394985076,0.6586337560083495
2018-01-19,0.1802225491807457,0.10181803095842902,0.0
2018-01-21,0.0,0.044125660946494255,0.0
2018-01-22,0.0,0.0,0.0
2018-01-23,0.0,0.0,0.0
2018-01-24,0.16272598886995654,0.0784474433954127,0.5227579585747102
2018-01-25,1.0,1.0,0.0
2018-01-28,0.38169546211717,0.23295441830173452,0.41491326668312173
2018-01-30,0.2970809945679151,0.16462407536015755,0.7094917059851918
2018-01-31,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.5984084805885754
2018-02-02,0.0,0.0,0.41491326668312173
2018-02-03,0.11353309168926777,0.04304899289320691,0.41491326668312173
2018-02-04,0.3020634619850547,0.13072209706986587,0.0
2018-02-05,0.467530615705869,0.20722296296495307,0.5227579585747102
2018-02-06,0.2956927453645716,0.11518121641894144,0.41491326668312173
2018-02-09,0.1540881120739166,0.08664639538610476,0.0
2018-02-12,0.0,0.0,0.0
2018-02-13,0.0,0.0,0.0
2018-02-16,0.0,0.0,0.0
2018-02-17,0.07152136603947658,0.04071734390409425,0.41491326668312173
2018-02-19,0.0,0.0,0.0
2018-02-21,0.0,0.0,0.0
2018-02-23,0.0,0.0,0.0
2018-02-26,0.06247966818334089,0.02306704043714915,0.5227579585747102
2018-02-27,0.0,0.0,0.5227579585747102
2018-03-02,0.0,0.02640516972195827,0.41491326668312173
2018-03-04,0.0,0.0,0.0
2018-03-05,0.6509679138132908,0.6457103631255758,0.0
2018-03-06,0.0,0.0,0.0
2018-03-07,0.0,0.0,0.0
2018-03-14,0.6498147352890906,0.4105022467522541,0.0
2018-03-15,0.11353309168926777,0.04969643211416236,0.41491326668312173
2018-03-19,0.0,0.0,0.0
2018-03-20,0.0,0.0,0.0
2018-03-29,0.0,0.0,0.0
2018-03-30,0.0,0.0,0.0
2018-04-03,0.09011127459037285,0.041915594194035406,0.0
2018-04-12,0.06247966818334089,0.041915594194035406,0.0
2018-04-13,0.13895353810512726,0.06559959462210929,0.0
2018-04-17,0.0,0.0,0.0
2018-04-18,0.0,0.0,0.0
2018-04-19,0.0,0.0,0.0
2018-04-21,0.0,0.03661664425572356,0.0
2018-04-23,0.23170146146497492,0.12118472389491013,0.0
2018-05-03,0.0,0.0,0.5227579585747102
2018-05-06,0.1195193055571847,0.03661664425572356,0.0
2018-05-08,0.0,0.0,0.0
2018-05-22,0.12495933636668177,0.06920112131144746,0.0
2018-05-23,0.0,0.0,0.0
2018-05-24,0.0,0.0,0.0
2018-05-25,0.0,0.0,0.0
2018-05-26,0.4003046459669635,0.237174717329077,0.0
2018-06-10,0.2063033188764679,0.06261358092530472,0.0
2018-06-12,0.09011127459037285,0.03944408430854377,0.0
2018-06-13,0.06247966818334089,0.03326842915874198,0.41491326668312173
2018-06-20,0.17237666708328947,0.08609798578641381,0.0
2018-06-24,0.0,0.0,0.0
2018-06-30,0.33919182399172954,0.09415170328642361,0.0
2018-07-16,0.15058488894031427,0.10062006056815109,0.0
2018-07-17,0.0,0.0,0.0
2018-07-19,0.13460836455587097,0.05688821364516644,0.0
2018-07-30,0.0847979559979324,0.04071734390409425,0.41491326668312173
2018-08-01,0.36900120797538466,0.1494565128414666,0.0
2018-08-02,0.0,0.044125660946494255,0.0
2018-08-11,0.0,0.0,0.0
2018-08-13,0.06247966818334089,0.03661664425572356,0.0
2018-08-20,0.16374305270451803,0.08718794941662135,0.0
2018-08-23,0.12996294705781813,0.09080333970334155,0.0
2018-09-09,0.09918029100085937,0.0461340808742983,0.0
2018-09-10,0.15743889826927632,0.04798137765899807,0.0
2018-09-14,0.2100551078573517,0.11217372891554889,0.0
2018-09-18,0.09918029100085937,0.06653685831748395,0.0
2019-02-25,0.2081961156041169,0.08554249944599089,0.0
2019-04-02,0.11353309168926777,0.0380828446853885,0.41491326668312173
2019-04-03,0.0,0.0,0.0
2019-04-07,0.0,0.0,0.0
2019-04-09,0.1919573358229469,0.09876773533748644,0.41491326668312173
2019-04-12,0.0,0.0,0.0
2019-04-18,0.4403128863682934,0.18887855799600745,0.0
2019-04-23,0.24861017403189742,0.09897698963956784,0.0
2019-04-28,0.0,0.0,0.0
2019-05-09,0.06247966818334089,0.03326842915874198,0.0
2019-05-14,0.06247966818334089,0.044125660946494255,0.0
2019-05-21,0.0,0.0,0.0
2019-06-14,0.0,0.0,0.0
2019-06-26,0.15058488894031427,0.0461340808742983,0.41491326668312173
2019-07-12,0.17237666708328947,0.09596275531799614,0.0
